bidder_id,outcome,total_country,total_device,total_auction,per_auction_avg_country,per_auction_avg_device,per_auction_avg_auction,per_auction_avg_bid_,total_bid,total_merchandise,total_ip,total_url,per_auction_avg_merchandise,per_auction_avg_ip,per_auction_avg_url
50cd1bc72f051c844a9c05a0abd87fdbn8k4j,NA,1,1,5,1,1,1,1.2,6,1,6,1,1,1.2,1
b8c9712bf3cd407835d61fa2d21acd97m9mwh,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13caa4118edaf99e7536b3de2f9d8b25vlbh9,NA,13,125,113,1.06194690265487,4.2212389380531,1,7.68141592920354,868,1,486,81,1,6.71681415929203,2.55752212389381
afb24aa51b7e34730157cf6f3dbd3e518xv5b,NA,5,22,23,1,1.34782608695652,1,1.56521739130435,36,1,32,23,1,1.56521739130435,1.47826086956522
9b4face97377970a46dbe9f6ed046410e0c9c,NA,1,2,2,1,1,1,1,2,1,2,2,1,1,1
d7b7f4a74b10c8c7c4a92fb4044a4edfxhqpf,NA,9,103,77,1.06493506493506,2.15584415584416,1,2.81818181818182,217,1,146,20,1,2.48051948051948,1.32467532467532
b46132a554a2a3b93efc5a9352036e6crl6sk,1,2,59,37,1.02702702702703,4.32432432432432,1,7.08108108108108,262,1,152,19,1,5.81081081081081,1.91891891891892
f7c8c170bfc46519574873cdeb7655c0c9c8b,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
919d8a40c51f7c9fa1ffafb18bd97af7scta5,NA,2,2,7,1,1.28571428571429,1,1.85714285714286,13,1,4,1,1,1.28571428571429,1
82e18a7d99a1d5450f2de5c21a8dcc88ojz27,NA,1,1,18,1,1,1,74.3333333333333,1338,1,1,1,1,1,1
a3c2ba79963b637f15086e6255a46253lwpnb,0,2,3,6,1,1,1,1.16666666666667,7,1,6,1,1,1,1
7afff6823998d27c3ca178ff6392b8d2fj0he,NA,2,3,3,1,1,1,1.33333333333333,4,1,4,4,1,1.33333333333333,1.33333333333333
3df41510a5044de5438015f37dfa3443bt7pp,0,4,9,1,4,9,1,11,11,1,10,2,1,10,2
0fd6fd9a9b9e2cb3547b563ee48597befhfqg,NA,39,199,82,1.31707317073171,3.30487804878049,1,8.07317073170732,662,1,508,77,1,6.3780487804878,1.86585365853659
68f092336430866db606f137c57c87e0hw7aq,0,51,238,204,1.45588235294118,3.88725490196078,1,5.49509803921569,1121,1,920,93,1,5.08823529411765,2.86764705882353
52d0330405d8c4e77fe91e5ca5c521f8z281q,NA,7,11,17,1,1.41176470588235,1,5.17647058823529,88,1,16,2,1,1.41176470588235,1.05882352941176
50ea31ec84c0e1ac6a3e6b173e1f0edc3y6bi,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1f48bca2af85574dfde2f9624ebbb1d9uelin,NA,18,141,49,1.14285714285714,5.79591836734694,1,17.8163265306122,873,1,639,307,1,13.9387755102041,9.46938775510204
cc7cad1648183458e45c61cdb9c251f4clmdg,NA,10,8,14,1.28571428571429,1.64285714285714,1,3.64285714285714,51,1,12,3,1,1.5,1.35714285714286
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,0,5,4,9,1,1.11111111111111,1,1.22222222222222,11,1,5,1,1,1.11111111111111,1
080042810884fa0937e9ddc89ca18a28jhz48,NA,1,2,2,1,1,1,1,2,1,2,1,1,1,1
2da0f08781b5f02272d2c1e1d887163a840i1,NA,1,1,2,1,1,1,23,46,1,1,1,1,1,1
5e44000c94a475ded6ca728ed07e2639jm6sw,NA,12,169,204,1.01960784313725,2.84803921568627,1,3.56862745098039,728,1,586,213,1,3.30392156862745,3.00490196078431
bffdeb3092b30f6fc5429dcf621bf57ckubdy,NA,39,220,334,1.02994011976048,2.35329341317365,1,3.18263473053892,1063,1,755,91,1,2.77544910179641,1.60179640718563
354d4abc23881a40b8f119225e0dbd09tk1u3,0,8,20,21,1,1.33333333333333,1,1.52380952380952,32,1,28,20,1,1.42857142857143,1.38095238095238
0d6066a9890e4c3bc7167ff0f539ad8byseqg,NA,1,3,4,1,1,1,1,4,1,4,4,1,1,1
ac32d60b9c34a1a06d7ac71d11944d2fucr59,NA,25,252,91,1.25274725274725,7.18681318681319,1,11.1208791208791,1012,1,823,192,1,9.98901098901099,4.97802197802198
08c39ef7252995e0749f7927249b8dcb1d3xh,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ab7ca72b2babe5c89184cce26625a48dvlebr,NA,61,569,475,1.10105263157895,5.99789473684211,1,20.1389473684211,9566,1,6936,2715,1,16.9494736842105,8.37263157894737
791ba4c696c42b999a7bc34d9d65b9f6rgeag,NA,2,14,14,1,1.21428571428571,1,1.5,21,1,17,17,1,1.35714285714286,1.42857142857143
6471b4e4aad126e77347c19e67c6dd943jwml,NA,11,52,50,1,1.8,1,2.28,114,1,75,56,1,2.14,2
39802378690e7d0c61d294f5898852b96hsfh,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dfb279c4d620a45ccdc690b97e75b2f3jnzes,NA,2,2,4,1,1,1,1.25,5,1,4,2,1,1.25,1.25
4089a2b7f26e5c13a7f3350bd52ebf8fh21nm,0,14,186,102,1,6.08823529411765,1,12.4705882352941,1272,1,901,156,1,9.92156862745098,4.75490196078431
456e14a42046506ee7f195be6214e1bexiepi,NA,8,73,34,1,3.44117647058824,1,5.82352941176471,198,1,167,111,1,5.52941176470588,4.58823529411765
5e5d3410ca3605694b3c75b2274efd44c9vru,0,2,2,1,2,2,1,3,3,1,2,2,1,2,2
8a9d6eac80b6b253c16cf78947b0fddehtwie,NA,18,114,106,1,3.83018867924528,1,5.37735849056604,570,1,462,209,1,5.11320754716981,4.16981132075472
fe1858cfc2c305ebc09c9b1701d51a12djfy2,NA,6,29,9,1.22222222222222,3.33333333333333,1,5.66666666666667,51,1,40,19,1,4.66666666666667,2.55555555555556
979ec4e42537907e0983b8fa8a96f36c4zedc,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
e75a7d8249d91947b5760aa341d3ac597mtc1,NA,4,8,9,1,1,1,1,9,1,8,7,1,1,1
e278406fc185d8cfa9d7aaa637c152f4pru4m,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
973a7df18c93c8ee0798a4bb724b69cdursiz,NA,1,1,2,1,1,1,1,2,1,2,2,1,1,1
1cc580d77dc682a742f3aa4e3ee6108ezr04y,NA,16,11,30,1.1,1.9,1,4.03333333333333,121,1,111,4,1,3.86666666666667,1.1
d8a10762de6d62c087a0a8f0e61cf78bbgke6,0,2,3,1,2,3,1,4,4,1,3,1,1,3,1
68d2d8b0f6bbbb99d60ac806b41fe7e7vaepl,NA,1,1,1,1,1,1,2,2,1,2,1,1,2,1
f19b51b5fd87ac2e095df91f8dd30fc2plpqe,NA,5,23,51,1.01960784313725,1.49019607843137,1,1.90196078431373,97,1,58,48,1,1.64705882352941,1.66666666666667
0e2919e8cea7e39f342516496b3e1959bkowg,NA,7,30,35,1,1.31428571428571,1,1.4,49,1,40,28,1,1.34285714285714,1.31428571428571
82913c187dbb84f525d4051dee4577dfjcb7i,NA,1,2,5,1,1,1,1,5,1,3,1,1,1,1
0d35fb37f30ac79253064edf16935b1bi6xrp,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3ea161113ac4f474596d8fbe571d23599cwze,NA,3,3,3,1,1,1,1,3,1,3,3,1,1,1
470af95570ebd931c4d9dd564e005de9a7sdv,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82194e7d8f9b84e71b789e763b5c3263r6d98,0,8,34,34,1.35294117647059,1.79411764705882,1,2.38235294117647,81,1,75,30,1,2.35294117647059,1.58823529411765
b4224cc64c82c6d7bffee7813cb3d9cacx9wd,NA,2,7,6,1,1.16666666666667,1,1.5,9,1,7,2,1,1.33333333333333,1.16666666666667
4d0ef1e14225a1036f2df8f131580ae9mewjt,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28c9a5ea8aae9fb4f6a755f94cd922361v9ow,0,26,407,219,1.58447488584475,7.21917808219178,1,18.2146118721461,3989,1,2843,1196,1,15.0639269406393,8.84931506849315
6533b670e02ccf583288ba7c8f5fb1carmirt,1,3,4,39,1,1.33333333333333,1,10.8974358974359,425,1,340,282,1,8.82051282051282,8.56410256410256
037d9f10da403d8d5f94b6e2957a3702f6x07,0,45,786,592,1.04391891891892,8.30405405405405,1,21.7922297297297,12901,1,5128,6609,1,12.1402027027027,14.8665540540541
74e76acab4f4f020f81b18ca619bb7a0osvhr,NA,2,4,4,1,1,1,1,4,1,4,4,1,1,1
41fa64fec1eef4653dd8891c5db084d4d8hdu,NA,46,324,322,1.12422360248447,4.32298136645963,1,6.96583850931677,2243,1,1569,861,1,6.09316770186335,4.98447204968944
51d2e1b98b7a1e42b939637dc6e11381zu201,0,37,83,3,12.6666666666667,28.6666666666667,1,54.6666666666667,164,1,141,3,1,47.3333333333333,1.33333333333333
94c899de4e75bd6bf471112715a2f5b27l28f,NA,1,7,4,1,2,1,2,8,1,8,5,1,2,1.75
a7bc17dfb615eacffe397be5b2c2f3a6r0bb9,0,112,571,410,2.33658536585366,6.32682926829268,1,9.89268292682927,4056,1,1993,289,1,7.34146341463415,3.41707317073171
aa8d722f895a890b1e51a1840da0d432srnj0,NA,3,7,6,1,1.33333333333333,1,1.33333333333333,8,1,8,3,1,1.33333333333333,1.16666666666667
fa3101b52c7e4f9da7938b80c848ec5b6yj8d,NA,3,16,22,1,1.22727272727273,1,1.63636363636364,36,1,24,11,1,1.45454545454545,1.18181818181818
fb025eb39bf60e5effebfe5a9f8733bcljtue,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92206f7aa033e61ca87375ff1828e460ui7v9,NA,1,1,6,1,1,1,27.8333333333333,167,1,166,5,1,27.8333333333333,4.66666666666667
a8a81bb8a3a35572bd1f9922f5a31217pw41k,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46a28eaed47c29b4fd148a50cde44840u0bsn,1,64,986,681,1.03817914831131,10.7635829662261,1,42.798825256975,29146,1,21502,1672,1,36.6681350954479,4.15565345080764
d69ab1d4b78cf885d0d782cdbd723a59g986e,NA,1,2,3,1,1,1,1,3,1,3,2,1,1,1
f494ac6b5049b0f27bec2422ef4c9681spp36,NA,45,72,49,1.55102040816327,3.36734693877551,1,5.36734693877551,263,1,222,1,1,4.61224489795918,1
ee2730f489122c0a7475e1edd8483256dy8fi,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75613637a85df9328b743d33b0efbf1586qow,0,2,5,2,1.5,2.5,1,5,10,1,10,2,1,5,1.5
be2429da8608f02158b4dd487c8f556e3645j,NA,2,3,1,2,3,1,3,3,1,3,3,1,3,3
3fe44fd00aac1fd8ba7c9dcc85298ce5jsi27,NA,1,155,67,1,9.34328358208955,1,25.6716417910448,1720,1,65,247,1,11.1492537313433,6.43283582089552
90b9f6ef75474bc2b0bcda6849cc484c0x8x7,NA,5,3,2,2.5,2,1,2.5,5,1,5,3,1,2.5,2
6ec67176ac65a80e283fc477014600f6hudrt,NA,13,110,81,1.14814814814815,5.24691358024691,1,12.2592592592593,993,1,651,16,1,10.0123456790123,2.04938271604938
339628656c59aab5df00098bdefd5bb9e2ji6,NA,3,6,6,1,1,1,1,6,1,6,4,1,1,1
deef3ef59362f549e34985ac5c0aa8eae67ah,NA,10,65,93,1,1.39784946236559,1,1.64516129032258,153,1,115,83,1,1.51612903225806,1.51612903225806
6e178db6d17d21aa88aaca5bf15c2761lc500,0,138,929,637,1.61538461538462,5.99686028257457,1,30.9607535321821,19722,1,11532,3333,1,19.9874411302983,8.89481946624804
15e7539bc675940a3c5c421812c6454etavao,NA,4,13,10,1,1.4,1,1.4,14,1,13,12,1,1.4,1.3
120beb4523541f769a2b658cbc41dd57w7im7,0,2,2,3,1,1,1,1.66666666666667,5,1,2,2,1,1,1
163097c029285c7eefa2d60e474d65b4ap2l0,0,7,16,6,1.5,2.83333333333333,1,4.16666666666667,25,1,20,8,1,3.33333333333333,2
233e09e861813cd087e8937f32a29bccs7b3l,0,1,7,6,1,1.16666666666667,1,1.16666666666667,7,1,7,7,1,1.16666666666667,1.16666666666667
5e9beac339e73e3feb340f9372b4aa07l69vw,NA,20,161,121,1,3.65289256198347,1,8.10743801652893,981,1,650,353,1,6.5702479338843,4.90909090909091
db09d3c425efa448d5e46338ef5817e4yzcu4,NA,3,4,3,1.33333333333333,1.33333333333333,1,1.33333333333333,4,1,4,3,1,1.33333333333333,1
d55ea8d96d0c5052b8e201730cb9b13dqrgz8,NA,3,3,3,1,1,1,1,3,1,3,1,1,1,1
fb6814db96bbaf61f42270a85f0f62adunxft,0,1,10,9,1,1.44444444444444,1,1.77777777777778,16,1,16,1,1,1.77777777777778,1
baac713681d0e55adf0d3c09a3606560thji3,NA,4,11,12,1,1.25,1,1.33333333333333,16,1,13,10,1,1.25,1.25
25dd8bf958435ba4724b9b1db2aebbdbbgg0d,NA,2,4,4,1,1,1,1,4,1,4,4,1,1,1
6b09f3376045ebad1504abe3b05c9c943aezq,NA,112,1089,1037,1.65380906460945,10.8900675024108,1,30.0260366441659,31137,1,10451,1660,1,17.9527483124397,9.05593056894889
18c88b71c38ea143bdf8de1f878af606egy9k,NA,1,1,2,1,1,1,2,4,1,1,3,1,1,2
99aef1f2fa1d55d94f5cb083191ed371344pn,NA,1,3,4,1,1,1,1.25,5,1,3,2,1,1,1
d42604c7cca8ec92839e92508f2a3e52ehz29,0,76,533,433,1.32794457274827,6.00923787528868,1,10.6789838337182,4624,1,3129,236,1,9.02309468822171,3.635103926097
4df15461e6ced548045eea504ea4e105eajt0,NA,9,29,10,1.5,3.1,1,4.2,42,1,32,24,1,3.2,2.8
d1200a75b6c05584f4f902e74d3dead76cj15,0,4,5,6,1,1.16666666666667,1,1.16666666666667,7,1,4,5,1,1,1.16666666666667
82d40cf035f1d2ca2133349d846eb24cby14t,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d645e4b8b043a18bb1c8689572ad4fe16q3np,0,1,14,21,1,1.57142857142857,1,2.04761904761905,43,1,21,8,1,1.85714285714286,1.38095238095238
b75c35593d24adc341f59220f5359bfcnmt78,NA,4,8,45,1.02222222222222,1.04444444444444,1,4.86666666666667,219,1,10,8,1,1.13333333333333,1.42222222222222
018c9ecc065880c95e21c0291a3b478dj1c0a,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
437ac1b8d08c3b328924aad097a3dcdey2m1k,0,40,112,103,1.49514563106796,2.46601941747573,1,3.0873786407767,318,1,245,42,1,2.88349514563107,1.67961165048544
9777885ebedaf1d66fe1ede53df38f7bitp0u,NA,4,3,9,1,1,1,24.7777777777778,223,1,13,2,1,2.22222222222222,1
4ab56df4b1befe3e2ce5cd98e8950ba2psqq2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02de68074ee2edccf6a00dfbd3213269w7k7i,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dfd5c9157a0a771f235c32f30aedbf84e2552,0,18,69,61,1.34426229508197,2.0655737704918,1,2.45901639344262,150,1,133,8,1,2.26229508196721,1.29508196721311
4eb0643c3aa83a6e63cbe2f07dd17ea0kka3h,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
eaaf86d03d3e4e3f236c5f32541468cekpmo2,NA,2,2,2,1,1,1,1,2,1,2,2,1,1,1
544deb7f55926b3ebc61d987fa51cff7gonkw,NA,9,3,24,1,1,1,2.95833333333333,71,1,20,22,1,1.66666666666667,1.58333333333333
a25f4c6838b83e0fcba372300c23c2537k5eq,0,6,60,29,1,2.96551724137931,1,3.72413793103448,108,1,80,57,1,3.17241379310345,3.03448275862069
6f239e3f0015f66b2179bc0bff4a5b4edqp9r,NA,1,129,92,1,4.83695652173913,1,7.84782608695652,722,1,79,217,1,4.93478260869565,4.8695652173913
068450aafae2a6e390e35925d964290cdliqf,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0e98ae5345d0c75b6bf2d83beeac8f518buqv,NA,9,34,27,1.18518518518519,2,1,2.25925925925926,61,1,51,38,1,2.11111111111111,1.92592592592593
907fd438cba07c60ca1819001a243dbe3zsep,NA,21,97,64,1.234375,2.265625,1,3.34375,214,1,180,75,1,3.109375,1.984375
3d54d594ffba32e8d6527a688e7227e30iq3k,0,11,35,52,1,1.28846153846154,1,1.63461538461538,85,1,66,62,1,1.44230769230769,1.51923076923077
15b3701c71d57a016760adc53ee55ea8jvl62,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
843a2039ce072a0a23c9bd647298e9800vjo4,NA,5,57,62,1,1.90322580645161,1,2.56451612903226,159,1,72,52,1,2.12903225806452,1.70967741935484
f009ec648aeb0924b7d700369a2b9e2bed9ga,NA,2,3,5,1,1,1,1.4,7,1,4,3,1,1,1.2
82d3cd4f942cb6b0e43f1a5b68288105gj0ee,NA,2,2,4,1,1.5,1,8,32,1,21,31,1,5.75,7.75
ddc6dc00f416ce10f23b57ebf758c2eeawzjw,0,2,11,13,1,1.38461538461538,1,1.53846153846154,20,1,17,2,1,1.53846153846154,1.07692307692308
d987c73a7e30af475003e67c54b7f865f00kl,NA,2,2,2,1,1.5,1,1.5,3,1,3,3,1,1.5,1.5
e2bc32e2f19cd4c0e37a58ad7a7180b7ng2nf,NA,7,37,25,1.44,2.4,1,3.12,78,1,60,31,1,2.72,1.96
7e8b002ee36b9bf2043b5b1f2e4491408xrvp,NA,3,4,4,1,1,1,1.25,5,1,5,2,1,1.25,1
6f19feb14d0eb1a9e64f9fb1e63dc88ff7snh,NA,2,2,2,1,1,1,1,2,1,2,2,1,1,1
1af4685cda2979a608c4b6ad83473774qgicn,1,90,470,552,1.32608695652174,5.48550724637681,1,10.8731884057971,6002,1,3324,1650,1,9.06521739130435,7.29528985507246
b7c95864c2c0f954fc4c937e41a743b9t18vx,NA,25,99,101,1.07920792079208,1.82178217821782,1,2.34653465346535,237,1,172,138,1,2.12871287128713,2.07920792079208
1899fd76b484b9275854787a6b003b8a93js0,0,48,149,141,1.24113475177305,2.35460992907801,1,3.00709219858156,424,1,281,110,1,2.50354609929078,1.92198581560284
eb68e50dc11e2d00568b0f25cd5ab14bbbkmu,NA,17,27,13,3.15384615384615,3.69230769230769,1,4.38461538461539,57,1,41,2,1,3.92307692307692,1.46153846153846
835e7f9ccca71c6e81194dbf110ca6dfubv98,NA,2,2,2,1,1,1,1.5,3,1,2,2,1,1,1.5
ca9ddc7d9b7b439501003436018db73d84i5z,NA,7,8,20,1,1.45,1,1.55,31,1,30,16,1,1.55,1.4
fe37b8b29d26021ea9462bcc7c5bf5c2pbya7,NA,87,528,259,1.47104247104247,5.91119691119691,1,24.0617760617761,6232,1,3596,1599,1,15.8339768339768,10.0965250965251
10f01aff2fc23653ca7ea1d74248357a889wv,0,5,20,18,1.05555555555556,1.27777777777778,1,1.27777777777778,23,1,22,7,1,1.27777777777778,1.16666666666667
d318f731e6e40976acf44fb41730f9d8csm1e,NA,4,15,16,1,1.1875,1,1.4375,23,1,19,13,1,1.3125,1.25
ccb8fa0080d3fdc9df460db5ad9f3640wl7r4,NA,5,2,6,1.16666666666667,1.16666666666667,1,2.33333333333333,14,1,14,4,1,2.33333333333333,1.5
544c41e10ed9890712580b5a695cd9faep3bd,NA,18,59,29,1.31034482758621,2.44827586206897,1,3.93103448275862,114,1,96,62,1,3.37931034482759,2.72413793103448
9d6e1f9c7332c641e522706f75a9ea48rb8g8,NA,1,1,1,1,1,1,2,2,1,2,1,1,2,1
437a7dadd05f5111979c9e883cb5cd89l67jf,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9e1d53fe7405f083048dc30e50796816zh50c,NA,1,11,8,1,1.375,1,1.375,11,1,9,6,1,1.375,1.375
b23c25894a059fe81f7f1b2eb3f913eab70ny,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6a76d66f035914f93ebc725a0998b399r4gdq,0,1,2,2,1,1,1,1,2,1,2,2,1,1,1
ca0c049b8c37c99ef93b6086e9947135onppq,0,24,41,68,1.11764705882353,1.29411764705882,1,1.32352941176471,90,1,73,2,1,1.30882352941176,1
4d284bce5041ed434b6dbbb5a79b907ex85rz,NA,3,39,28,1.03571428571429,3.85714285714286,1,6,168,1,104,11,1,5.25,1.78571428571429
84d75f71a61667cd327367453b4c0d2frury9,0,2,5,4,1,1.25,1,1.5,6,1,5,5,1,1.25,1.5
eebfd257525e52b67969ae9d8760afff12j3d,0,15,21,7,2.42857142857143,3.28571428571429,1,4.28571428571429,30,1,26,14,1,3.85714285714286,2.28571428571429
252268c64b94ec70157db6be378aa0f76pz25,NA,4,30,16,1,4.75,1,14,224,1,8,13,1,1.5,3.375
77bc113594866d4902d6f867a456750c9vvmu,0,10,87,45,1.15555555555556,2.68888888888889,1,5.91111111111111,266,1,188,124,1,4.66666666666667,3.37777777777778
0a8622c7bc8526de762f3b59c91ecbbcvpua2,NA,44,178,191,1.15706806282723,3.41361256544503,1,5.9738219895288,1141,1,572,213,1,4.35602094240838,3.17801047120419
99c56d4b79700e57e1a4afec3dc0a95bf1o5t,NA,2,3,2,1.5,2,1,2,4,1,4,3,1,2,2
0e23fd7df994209b02071d229f138e76e05oh,NA,3,3,3,1,1,1,1,3,1,3,2,1,1,1
fc16993f1fdbd5fa8f8ddd72b40442f0qwyo1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
050a3b29ca1818e1f237df8132bc2013bcuxi,0,11,21,21,1,1.42857142857143,1,1.9047619047619,40,1,36,19,1,1.80952380952381,1.47619047619048
e2f091617f5dadd027282936254a9d58re0sn,NA,2,3,5,1,1,1,1.4,7,1,7,7,1,1.4,1.4
0cab8a0b6a038dea03ec281b29b7c4e7ix801,NA,2,2,2,1,1,1,1.5,3,1,3,2,1,1.5,1
4d12bfd7ac836e30611a32012a0e55c03hkj7,NA,7,21,5,1.6,5,1,25,125,1,9,2,1,2,1.4
d9a813646e8fae954898c1279196f5493gqzc,0,5,6,8,1,1,1,1,8,1,7,3,1,1,1
94a903391732de504121baefa1eee0a4kswwu,NA,1,5,16,1,1.125,1,1.625,26,1,1,7,1,1,1.4375
07a5dbfbf2629ef7018abb660fe0e795xmrw3,NA,2,159,6,1.16666666666667,42.3333333333333,1,66.6666666666667,400,1,273,235,1,53.5,42.1666666666667
f781d7cab96d95bcea507cdd43b24255pw0dv,0,21,228,113,1.10619469026549,7.47787610619469,1,10.4690265486726,1183,1,594,239,1,8.23893805309734,6.51327433628319
f7e7485e21c4f9321f1072ce137e03d5csup7,NA,10,149,210,1.05238095238095,3.59047619047619,1,34.5809523809524,7262,1,646,36,1,7.67142857142857,1.23333333333333
d1774d939ed75d5b876617a4f18598a99oqrf,NA,7,8,4,1.75,2.25,1,2.25,9,1,9,1,1,2.25,1
2515c5fd81638d5d0bca39a2b2be3995tante,0,6,70,41,1,3.60975609756098,1,5.14634146341463,211,1,194,49,1,4.95121951219512,2.60975609756098
06ed8a1726d2a3d03c195cb219b2bbb9wbmz8,NA,1,8,15,1,1.13333333333333,1,1.26666666666667,19,1,7,10,1,1.13333333333333,1.06666666666667
e46d5a02cd9a562f86371d168554fb483tyqg,NA,3,17,24,1,1,1,1.08333333333333,26,1,25,14,1,1.04166666666667,1.04166666666667
28c9a02454f5a9cfad947f9f83c9d71fedqus,NA,11,89,20,1.4,5.45,1,17.5,350,1,244,132,1,12.55,7.2
d13ddd86432248267b3772b050639f0egwowl,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101db85fdea99f7fd3f51b17036d2931sxjhs,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3e138d46ef0c61f6ffda8682400892b68oxyv,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55a143da655ec730ead828a303999da0gvl9l,NA,4,45,48,1,1.8125,1,2.58333333333333,124,1,84,23,1,2.35416666666667,1.47916666666667
24acf461304b8d2cb97757af39ee30230pg87,NA,2,2,2,1,1,1,1,2,1,2,2,1,1,1
cc78aba7eb8293a1d70f083bd747fa1450906,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d810a7956e4d9fbc246d585ce84e8ea0750b2,0,3,4,3,1.33333333333333,1.66666666666667,1,1.66666666666667,5,1,5,2,1,1.66666666666667,1.33333333333333
eaac863aaf84acb7529462118e7953c3oeky6,0,1,1,2,1,1,1,1,2,1,1,1,1,1,1
a4887a7fd41e2e9349fd1c910e2ce8252wilu,NA,2,2,11,1,1.54545454545455,1,46.1818181818182,508,1,496,5,1,46.0909090909091,5
3087f9223de9117d5ff3ddd93bf29d41j1rs6,NA,2,54,18,1,4.44444444444444,1,8.44444444444444,152,1,148,4,1,8.22222222222222,1.11111111111111
654bb0eeabbe1554aa8c02ff13037b15anqft,NA,2,13,11,1,1.18181818181818,1,1.36363636363636,15,1,14,7,1,1.27272727272727,1.18181818181818
b24bd373016937b0294b3490815ca8d6tzksi,NA,2,2,1,2,2,1,2,2,1,2,1,1,2,1
b516dbf2b96bfa08d20972fc5b4d957dn0pk9,NA,2,4,5,1,1,1,1,5,1,4,4,1,1,1
cffb5f3c1f4ca815d0f643fcb2f2f316beod4,0,48,1040,1301,1.02536510376633,13.424289008455,1,39.5242121445042,51421,1,24901,14907,1,29.4811683320523,20.7963105303613
c62bac5be6489bc0e0a7834a11167171c8ww3,0,3,2,19,1.21052631578947,1.21052631578947,1,2.36842105263158,45,1,5,25,1,1.42105263157895,2.05263157894737
7ba17b1eb362ef91a99a6f021b3f2b63uyo76,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69090c41334861780232a664467fef9crl7lb,NA,3,145,118,1,6.3728813559322,1,9.5593220338983,1128,1,835,598,1,8.90677966101695,6.29661016949153
baaf7ca54b8a5f5187d0e48bc9bed259qra2x,NA,24,122,42,1.33333333333333,4.09523809523809,1,7.78571428571429,327,1,279,7,1,6.76190476190476,1.4047619047619
9beac7a5067dec618a6421e9d5dbd8f3hqju6,NA,32,126,104,1.65384615384615,2.93269230769231,1,5.69230769230769,592,1,376,199,1,5.23076923076923,2.73076923076923
43d045a18ace42a24ff2f2e3fb6010f9jn5au,NA,2,3,3,1.33333333333333,1.33333333333333,1,1.33333333333333,4,1,4,4,1,1.33333333333333,1.33333333333333
e7445f6107c8cd3783fa722c7dd29fe6rcd3a,0,1,1,2,1,1,1,1,2,1,2,2,1,1,1
127ca5fcb8906275e93295fcab83f4f4dn8bt,NA,1,2,2,1,1,1,1,2,1,2,2,1,1,1
33ce18d17f5bedd277862049014551a8fx48z,NA,6,86,61,1,3,1,3.34426229508197,204,1,89,37,1,2.9344262295082,2.45901639344262
91b5d5034d073393f496b0a299484056zkxj5,NA,9,18,10,1.5,2,1,2,20,1,19,12,1,2,1.6
a91987c152eacd9de8a58efeb950e5a1leuxk,NA,1,1,2,1,1,1,1,2,1,2,1,1,1,1
1a4da0e4aa1ee188adce1a54f3668a6bdaby0,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7a15e38be3ae852d1d671c29def0034c9ex9v,NA,2,3,4,1,1,1,1,4,1,3,3,1,1,1
57c28ea4721b32639a234ac63832b1259wivk,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
815e5b3b1dc8fb1dcfd4e15869db7ef26x2yb,NA,4,7,5,1.2,1.6,1,1.6,8,1,8,8,1,1.6,1.6
723c7dd204a4dd9215c91da5672ad648bxm20,NA,3,7,7,1,1,1,1,7,1,7,3,1,1,1
f381ac2ea507cc993724ba57dc07ccecp0nf9,NA,18,104,138,1,2.02898550724638,1,2.83333333333333,391,1,196,178,1,2.26811594202899,2.31884057971015
e7225126ed50d8f3d247789a783eb32ez7te4,NA,1,4,4,1,1.25,1,1.25,5,1,5,3,1,1.25,1.25
